,product,measure,month,cost
609,Рис длиннозерный,1 кг,сентябрь,24.59
610,Мука пшеничная высшего сорта,1 кг,сентябрь,13.27
611,Мука пшеничная первого сорта,1 кг,сентябрь,10.13
612,Крупа манная,1 кг,сентябрь,19.97
613,Пшено,1 кг,сентябрь,20.53
614,Хлеб из пшеничной муки 1 сорта,1 кг,сентябрь,12.6
615,Лепешка,1 кг,сентябрь,13.74
616,Макаронные изделия,1 кг,сентябрь,18.92
617,"Вермишель, лапша",1 кг,сентябрь,14.81
618,Говядина,1 кг,сентябрь,91.22
619,Свинина,1 кг,сентябрь,86.04
620,Баранина,1 кг,сентябрь,106.52
621,Конина,1 кг,сентябрь,87.75
622,Колбаса вареная,1 кг,сентябрь,106.9
623,Колбаса полукопченая,1 кг,сентябрь,121.47
624,"Сосиски, сардельки",1 кг,сентябрь,104.67
625,Рыба свежая и охлажденная,1 кг,сентябрь,54.32
626,Рыба замороженная неразделанная,1 кг,сентябрь,64.67
627,Сельдь соленая,1 кг,сентябрь,71.45
628,"Кефир, айран",1 литр,сентябрь,14.82
629,Сметана,1 литр,сентябрь,67.01
630,Сливки,1 литр,сентябрь,37.84
631,Творог жирный,1 кг,сентябрь,37.48
632,Творог нежирный,1 кг,сентябрь,20.4
633,Яйца куриные,10 штук,сентябрь,25.33
634,Масло сливочное,1 кг,сентябрь,140.28
635,Хлопковое масло,1 кг,сентябрь,49.73
636,Подсолнечное масло,1 кг,сентябрь,56.75
637,Яблоки,1 кг,сентябрь,16.72
638,Aбрикосы,1 кг,сентябрь,17.43
639,"Клубника, малина",1 кг,сентябрь,42.57
640,Вишня,1 кг,сентябрь,47.01
641,Виноград свежий,1 кг,сентябрь,30.97
642,Aпельсины,1 кг,сентябрь,71.67
643,Лимоны,1 кг,сентябрь,80.34
644,Дыни,1 кг,сентябрь,5.44
645,Aрбузы,1 кг,сентябрь,1.86
646,Виноград сушеный,1 кг,сентябрь,46.74
647,Яблоки сушеные,1 кг,сентябрь,16.3
648,Курага,1 кг,сентябрь,59.1
649,Орехи грецкие,1 кг,сентябрь,50.42
650,Капуста свежая,1 кг,сентябрь,3.87
651,Лук репчатый,1 кг,сентябрь,4.2
652,Свекла,1 кг,сентябрь,7.62
653,Морковь,1 кг,сентябрь,5.4
654,Огурцы свежие,1 кг,сентябрь,5.66
655,Тыква,1 кг,сентябрь,6.5
656,Лук зеленый,1 кг,сентябрь,13.78
657,Помидоры свежие,1 кг,сентябрь,4.16
658,"Редиска, редька",1 кг,сентябрь,6.7
659,Баклажаны,1 кг,сентябрь,3.7
660,Горох,1 кг,сентябрь,18.52
661,Чеснок,1 кг,сентябрь,21.28
662,Томатная паста,1 кг,сентябрь,43.53
663,Картофель,1 кг,сентябрь,5.2
664,Сахар-песок,1 кг,сентябрь,23.27
665,Мед пчелиный натуральный,1 кг,сентябрь,93.7
666,Соль,1 кг,сентябрь,4.72
667,Майонез,1 кг,сентябрь,78.17
668,Дрожжи,50 гр.,сентябрь,8.07
669,Кофе натуральный растворимый,100 гр.,сентябрь,61.38
670,Чай черный байховый,100 гр.,сентябрь,19.56
671,Вода минеральная,"0,5 л.",сентябрь,5.07
672,Водка крепостью 40 градусов,"0,5 л.",сентябрь,33.55
673,Коньяк отечественный,"0,5 л.",сентябрь,116.29
674,Вино игристое отечественное,"0,7 л.",сентябрь,91.2
675,Сигареты с фильтром,1 пачка,сентябрь,21.7
676,Цемент,50 кг,сентябрь,101.98
677,"Электроэнергия, основной тариф",1 кВт. час,сентябрь,0.62
678,Природный газ,за 1 человека в месяц,сентябрь,37.8
679,Сжиженный газ ,1 кг,сентябрь,16.7
680,Уголь,1 тонна,сентябрь,998.1
681,Бензин автомобильной марки А-92,1 литр,сентябрь,16.58
682,Бензин автомобильной марки А-80,1 литр,сентябрь,14.63
683,Дизельное топливо,1 литр,сентябрь,11.81
684,Рис среднезерный,1 кг,октябрь,22.92
685,Рис длиннозерный,1 кг,октябрь,24.62
686,Мука пшеничная высшего сорта,1 кг,октябрь,15.31
687,Мука пшеничная первого сорта,1 кг,октябрь,11.81
688,Крупа манная,1 кг,октябрь,19.93
689,Пшено,1 кг,октябрь,21.69
690,Хлеб из пшеничной муки 1 сорта,1 кг,октябрь,13.76
691,Лепешка,1 кг,октябрь,15.34
692,Макаронные изделия,1 кг,октябрь,19.08
693,"Вермишель, лапша",1 кг,октябрь,15.18
694,Говядина,1 кг,октябрь,90.98
695,Свинина,1 кг,октябрь,88.17
696,Баранина,1 кг,октябрь,106.56
697,Конина,1 кг,октябрь,88.04
698,Колбаса вареная,1 кг,октябрь,107.06
699,Колбаса полукопченая,1 кг,октябрь,121.34
700,"Сосиски, сардельки",1 кг,октябрь,104.55
701,Рыба свежая и охлажденная,1 кг,октябрь,52.46
702,Рыба замороженная неразделанная,1 кг,октябрь,64.67
703,Сельдь соленая,1 кг,октябрь,70.53
704,"Кефир, айран",1 литр,октябрь,14.86
705,Сметана,1 литр,октябрь,68.07
706,Сливки,1 литр,октябрь,38.68
707,Творог жирный,1 кг,октябрь,37.90
708,Творог нежирный,1 кг,октябрь,20.54
709,Яйца куриные,10 штук,октябрь,32.84
710,Масло сливочное,1 кг,октябрь,141.04
711,Хлопковое масло,1 кг,октябрь,49.41
712,Подсолнечное масло,1 кг,октябрь,55.68
713,Яблоки,1 кг,октябрь,17.89
714,Aбрикосы,1 кг,октябрь,16.87
715,"Клубника, малина",1 кг,октябрь,46.95
716,Вишня,1 кг,октябрь,20.00
717,Виноград свежий,1 кг,октябрь,34.65
718,Aпельсины,1 кг,октябрь,77.61
719,Лимоны,1 кг,октябрь,84.81
720,Дыни,1 кг,октябрь,9.30
721,Aрбузы,1 кг,октябрь,2.51
722,Виноград сушеный,1 кг,октябрь,51.11
723,Яблоки сушеные,1 кг,октябрь,17.83
724,Курага,1 кг,октябрь,68.40
725,Орехи грецкие,1 кг,октябрь,55.09
726,Капуста свежая,1 кг,октябрь,6.26
727,Лук репчатый,1 кг,октябрь,7.12
728,Свекла,1 кг,октябрь,9.29
729,Морковь,1 кг,октябрь,6.76
730,Огурцы свежие,1 кг,октябрь,11.81
731,Тыква,1 кг,октябрь,5.51
732,Лук зеленый,1 кг,октябрь,15.84
733,Помидоры свежие,1 кг,октябрь,6.27
734,"Редиска, редька",1 кг,октябрь,8.37
735,Баклажаны,1 кг,октябрь,6.01
736,Горох,1 кг,октябрь,18.48
737,Чеснок,1 кг,октябрь,23.43
738,Томатная паста,1 кг,октябрь,43.45
739,Картофель,1 кг,октябрь,6.10
740,Сахар-песок,1 кг,октябрь,23.16
741,Мед пчелиный натуральный,1 кг,октябрь,94.02
742,Соль,1 кг,октябрь,4.77
743,Майонез,1 кг,октябрь,78.17
744,Дрожжи,50 гр.,октябрь,8.07
745,Кофе натуральный растворимый,100 гр.,октябрь,61.33
746,Чай черный байховый,100 гр.,октябрь,19.63
747,Вода минеральная,"0,5 л.",октябрь,5.07
748,Водка крепостью 40 градусов,"0,5 л.",октябрь,33.55
749,Коньяк отечественный,"0,5 л.",октябрь,116.30
750,Вино игристое отечественное,"0,7 л.",октябрь,91.20
751,Сигареты с фильтром,1 пачка,октябрь,21.69
752,Цемент,50 кг,октябрь,106.72
753,"Электроэнергия, основной тариф",1 кВт. час,октябрь,0.62
754,Природный газ,за 1 человека в месяц,октябрь,37.80
755,Сжиженный газ ,1 кг,октябрь,14.65
756,Уголь,1 тонна,октябрь,1 072.59
757,Бензин автомобильной марки А-92,1 литр,октябрь,16.35
758,Бензин автомобильной марки А-80,1 литр,октябрь,15.02
759,Дизельное топливо,1 литр,октябрь,12.64
760,Рис среднезерный,1 кг,ноябрь,22.62
761,Рис длиннозерный,1 кг,ноябрь,24.81
762,Мука пшеничная высшего сорта,1 кг,ноябрь,16.59
763,Мука пшеничная первого сорта,1 кг,ноябрь,12.87
764,Крупа манная,1 кг,ноябрь,19.95
765,Пшено,1 кг,ноябрь,23.92
766,Хлеб из пшеничной муки 1 сорта,1 кг,ноябрь,14.35
767,Лепешка,1 кг,ноябрь,17.37
768,Макаронные изделия,1 кг,ноябрь,19.69
769,"Вермишель, лапша",1 кг,ноябрь,15.72
770,Говядина,1 кг,ноябрь,91.04
771,Свинина,1 кг,ноябрь,89.31
772,Баранина,1 кг,ноябрь,106.52
773,Конина,1 кг,ноябрь,89.27
774,Колбаса вареная,1 кг,ноябрь,107.25
775,Колбаса полукопченая,1 кг,ноябрь,121.29
